ZipCode,Latitude,Longitude
01350,42.71704,-72.94726
01351,42.53667,-72.53014
01354,42.67588,-72.44854
01355,42.48571,-72.34128
01360,42.7005,-72.45089
01364,42.60003,-72.30556
01366,42.47232,-72.20406
01367,42.68935,-72.93542
01368,42.68493,-72.196
01370,42.59593,-72.73338
01373,42.47635,-72.61071
01375,42.46133,-72.56369
01376,42.60474,-72.54651
01378,42.67728,-72.34314
01379,42.56164,-72.38556
01380,42.56954,-72.40643
01420,42.57627,-71.80209
01430,42.6536,-71.92426
01431,42.67781,-71.81124
01432,42.55976,-71.57532
01434,42.54357,-71.61606
01436,42.60458,-72.07074
01438,42.56373,-72.04037
01440,42.57454,-71.99541
01441,42.57362,-71.99464
01450,42.60842,-71.55665
01451,42.50306,-71.57594
01452,42.48793,-72.00711
01453,42.52528,-71.75347
01460,42.54348,-71.48417
01462,42.58887,-71.73138
01463,42.67343,-71.59144
01464,42.55948,-71.64644
01467,42.48365,-71.62161
01468,42.54986,-72.06579
01469,42.6537,-71.69156
01470,42.60825,-71.57189
01471,42.60785,-71.57233
01472,42.60663,-71.62914
01473,42.5409,-71.90614
01474,42.66985,-71.7455
01475,42.67798,-72.04511
01477,42.69587,-72.01782
01501,42.205,-71.84047
01503,42.37408,-71.63243
01504,42.02626,-71.52848
01505,42.33164,-71.73414
01506,42.20325,-72.10005
01507,42.14838,-71.94135
01508,42.15139,-71.9896
01509,42.173,-71.97562
01510,42.41934,-71.6851
01515,42.22261,-72.053
01516,42.09257,-71.71665
01517,42.47018,-71.84019
01518,42.12089,-72.11024
01519,42.20102,-71.68798
01520,42.3458,-71.8463
01521,42.04251,-72.14984
01522,42.37458,-71.86679
01523,42.4776,-71.68404
01524,42.23256,-71.91828
01525,42.09842,-71.64391
01526,42.08955,-71.74667
01527,42.19728,-71.77015
01529,42.02372,-71.58381
01531,42.32102,-72.14259
01532,42.31615,-71.64817
01534,42.14361,-71.65486
01535,42.26715,-72.07599
01536,42.22949,-71.70359
01537,42.16751,-71.8889
01538,42.09026,-71.63989
01540,42.11267,-71.87099
01541,42.45006,-71.88466
01542,42.19889,-71.9059
01543,42.37427,-71.95045
01545,42.28676,-71.72154
01546,42.29182,-71.74599
01550,42.07718,-72.03214
01560,42.17785,-71.69332
01561,42.44104,-71.68999
01562,42.24865,-71.99525
01564,42.42975,-71.77566
01566,42.11049,-72.07631
01568,42.17144,-71.60441
01569,42.07843,-71.63408
01570,42.053,-71.87971
01571,42.05725,-71.91252
01580,42.27994,-71.60229
01581,42.26661,-71.6172
01582,42.17265,-71.61559
01583,42.3605,-71.78761
01585,42.23524,-72.14645
01586,42.12631,-71.64613
01588,42.12233,-71.67139
01590,42.13842,-71.75249
01601,42.2711,-71.80975
01602,42.27018,-71.84515
01603,42.24014,-71.83701
01604,42.25407,-71.77307
01605,42.28616,-71.79592
01606,42.31095,-71.80141
01607,42.22725,-71.79375
01608,42.26175,-71.80227
01609,42.27642,-71.81949
01610,42.24901,-71.80795
01611,42.243,-71.87337
01612,42.30158,-71.90952
01613,42.26574,-71.79652
01614,42.26092,-71.79949
01615,42.27022,-71.80933
01653,42.2927,-71.77905
01654,42.26901,-71.80917
01655,42.27687,-71.76122
01701,42.31512,-71.43412
01702,42.27205,-71.42477
01703,42.32301,-71.44179
01704,42.31823,-71.44266
01705,42.32025,-71.43949
01718,42.51705,-71.41231
01719,42.485,-71.51852
01720,42.47736,-71.44669
01721,42.25313,-71.46075
01730,42.49339,-71.27853
01731,42.45393,-71.27881
01740,42.4365,-71.6086
01741,42.53057,-71.3483
01742,42.45644,-71.37096
01745,42.27979,-71.51812
01746,42.1988,-71.43507
01747,42.12867,-71.53603
01748,42.21795,-71.53394
01749,42.38876,-71.55743
01752,42.3497,-71.54694
01754,42.43099,-71.45118
01756,42.09787,-71.54906
01757,42.14979,-71.52239
01760,42.28716,-71.35231
01770,42.23296,-71.38139
01772,42.29504,-71.53227
01773,42.42389,-71.3142
01775,42.4234,-71.51464
01776,42.38295,-71.4277
01778,42.34532,-71.36089
01784,42.23233,-71.55963
01801,42.48424,-71.15743
01803,42.50854,-71.2013
01805,42.50635,-71.19824
01806,42.50812,-71.12936
01807,42.50799,-71.12657
01808,42.50653,-71.12307
01810,42.64879,-71.16203
01812,42.64859,-71.18254
01813,42.50824,-71.1234
01815,42.50588,-71.12714
01821,42.549,-71.24767
01822,42.54128,-71.26288
01824,42.59464,-71.35346
01826,42.67683,-71.31457
01827,42.66902,-71.49603
01830,42.78143,-71.0842
01831,42.78576,-71.08466
01832,42.78179,-71.11735
01833,42.72786,-70.98904
01834,42.75551,-71.02961
01835,42.75456,-71.08728
01840,42.71031,-71.16402
01841,42.71175,-71.16384
01842,42.70548,-71.15997
01843,42.69202,-71.16464
01844,42.72875,-71.18027
01845,42.68618,-71.10572
01850,42.65495,-71.30689
01851,42.63156,-71.33392
01852,42.63451,-71.29681
01853,42.65859,-71.30521
01854,42.64751,-71.3362
01860,42.83663,-71.00642
01862,42.57415,-71.28385
01863,42.63329,-71.38425
01864,42.57825,-71.09398
01865,42.53471,-71.26916
01866,42.52539,-71.22794
01867,42.52952,-71.10887
01876,42.59982,-71.22286
01879,42.67341,-71.41675
01880,42.50211,-71.06967
01885,42.70948,-71.05848
01886,42.58932,-71.43748
01887,42.55977,-71.16996
01888,42.48616,-71.15808
01889,42.57201,-71.11123
01890,42.45292,-71.146
01899,42.65038,-71.18456
01901,42.46349,-70.9434
01902,42.47237,-70.94134
01903,42.46619,-70.94973
01904,42.48896,-70.96368
01905,42.46474,-70.97386
01906,42.45978,-71.00968
01907,42.47226,-70.90816
01908,42.42634,-70.92419
01910,42.47333,-70.96131
01913,42.85592,-70.93645
01915,42.55897,-70.87096
01921,42.6745,-71.00371
01922,42.75585,-70.93108
01923,42.57058,-70.94426
01929,42.63085,-70.78317
01930,42.62341,-70.67445
01931,42.6303,-70.68161
01936,42.63792,-70.8594
01937,42.59082,-70.97707
01938,42.68221,-70.84677
01940,42.53609,-71.0265
01944,42.58051,-70.76707
01945,42.49703,-70.8661
01949,42.59626,-71.01524
01950,42.81126,-70.87727
01951,42.79799,-70.83825
01952,42.8496,-70.86214
01960,42.53324,-70.97264
01961,42.53456,-70.96824
01965,42.56156,-70.83371
01966,42.65874,-70.61871
01969,42.72107,-70.89849
01970,42.51812,-70.90447
01971,42.52757,-70.86839
01982,42.61954,-70.86166
01983,42.64042,-70.94706
01984,42.60366,-70.88866
01985,42.79092,-70.97548
02018,42.17568,-70.88691
02019,42.06836,-71.47604
02020,42.08398,-70.64973
02021,42.16445,-71.13165
02025,42.23775,-70.80999
02026,42.24465,-71.16764
02027,42.24664,-71.17992
02030,42.2341,-71.28611
02031,42.01323,-71.18431
02032,42.1548,-71.21644
02035,42.06219,-71.24348
02038,42.0933,-71.4044
02040,42.17959,-70.74968
02041,42.07158,-70.65438
02043,42.22797,-70.89115
02044,42.24249,-70.89288
02045,42.23079,-70.83905
02047,42.13786,-70.69385
02048,42.02392,-71.21879
02050,42.12652,-70.73631
02051,42.14519,-70.72388
02052,42.17798,-71.3059
02053,42.14523,-71.40787
02054,42.1677,-71.36015
02055,42.23883,-70.76157
02056,42.1185,-71.32867
02059,42.14282,-70.77212
02060,42.18687,-71.20406
02061,42.15683,-70.82127
02062,42.18546,-71.20218
02065,42.07586,-70.66956
02066,42.19951,-70.74617
02067,42.1115,-71.17983
02070,42.03481,-71.386
02071,42.10498,-71.27046
02072,42.1249,-71.1092
02081,42.14293,-71.25713
02090,42.21604,-71.20441
02093,42.05724,-71.34436
02101,42.37109,-71.02533
02102,42.36254,-71.04771
02103,42.36393,-71.0487
02104,42.36126,-71.05025
02105,42.36488,-71.05212
02106,42.3573,-71.05731
02107,42.35785,-71.05894
02108,42.35867,-71.0713
02109,42.36195,-71.06368
02110,42.35819,-71.05067
02111,42.35127,-71.0647
02112,42.33456,-71.01668
02113,42.36597,-71.05308
02114,42.36059,-71.06544
02115,42.34153,-71.09446
02116,42.34703,-71.07479
02117,42.34217,-71.0733
02118,42.3395,-71.07359
02119,42.32491,-71.0863
02120,42.33414,-71.09743
02121,42.30602,-71.08481
02122,42.29704,-71.05473
02123,42.34394,-71.08527
02124,42.28614,-71.07056
02125,42.3137,-71.06297
02126,42.27469,-71.08994
02127,42.33596,-71.04871
02128,42.38308,-71.01805
02129,42.37445,-71.06581
02130,42.31248,-71.10907
02131,42.28473,-71.1277
02132,42.2801,-71.15841
02133,42.35427,-71.06537
02134,42.3581,-71.13057
02135,42.35155,-71.15796
02136,42.25281,-71.12912
02137,42.23508,-71.13447
02138,42.37746,-71.13125
02139,42.36604,-71.10349
02140,42.39235,-71.13126
02141,42.36831,-71.08244
02142,42.36656,-71.08755
02143,42.38184,-71.10317
02144,42.39903,-71.12314
02145,42.39141,-71.09472
02148,42.43213,-71.05608
02149,42.4115,-71.05219
02150,42.39748,-71.03546
02151,42.41522,-71.00533
02152,42.37376,-70.98052
02153,42.41902,-71.10986
02155,42.42132,-71.11344
02156,42.42433,-71.13227
02163,42.36947,-71.12437
02169,42.24046,-71.01414
02170,42.26887,-71.02006
02171,42.28521,-71.02525
02176,42.45995,-71.05889
02180,42.48264,-71.09639
02184,42.20882,-71.00073
02185,42.20118,-71.00511
02186,42.24932,-71.07452
02187,42.26069,-71.07867
02188,42.21379,-70.95937
02189,42.21383,-70.93279
02190,42.17103,-70.94812
02191,42.24103,-70.94326
02196,42.3513,-71.06086
02199,42.34526,-71.07887
02201,42.35936,-71.05952
02203,42.36514,-71.07024
02204,42.36528,-71.07478
02205,42.35747,-71.05946
02206,42.34445,-71.04217
02207,42.35711,-71.05626
02208,42.35569,-71.05594
02209,42.35814,-71.05998
02210,42.34573,-71.04256
02211,42.35807,-71.05671
02212,42.35572,-71.05577
02215,42.34493,-71.10162
02216,42.35973,-71.05698
02217,42.34853,-71.07299
02222,42.36237,-71.06619
02228,42.36001,-71.06227
02238,42.37407,-71.11713
02239,42.37611,-71.11767
02241,42.35486,-71.05727
02266,42.34932,-71.05988
02269,42.25139,-71.00394
02283,42.34875,-71.05672
02284,42.35114,-71.05707
02293,42.3582,-71.06109
02295,42.34965,-71.07591
02297,42.36094,-71.06024
02301,42.09031,-71.03867
02302,42.08309,-70.9999
02303,42.08476,-71.01516
02304,42.08167,-71.02596
02305,42.08318,-71.02462
02322,42.12204,-71.04866
02324,41.98141,-70.97412
02325,41.99218,-70.9724
02327,42.04474,-70.83634
02330,41.88052,-70.76748
02331,42.03185,-70.69423
02332,42.03769,-70.7106
02333,42.02959,-70.9425
02334,42.02385,-71.12922
02337,42.01183,-70.96403
02338,42.00103,-70.85172
02339,42.13028,-70.84695
02340,42.11034,-70.81208
02341,42.05595,-70.86803
02343,42.14803,-71.01064
02344,41.89422,-70.92081
02345,41.90338,-70.55279
02346,41.88726,-70.88719
02347,41.83156,-70.95364
02348,41.87732,-70.94643
02349,41.87098,-70.90838
02350,42.01687,-70.8489
02351,42.11778,-70.9542
02355,41.91775,-70.79731
02356,42.05749,-71.1155
02357,42.05944,-71.08086
02358,42.09441,-70.78789
02359,42.06359,-70.8053
02360,41.90255,-70.63087
02361,41.92334,-70.65562
02362,41.95977,-70.66528
02364,41.99315,-70.73624
02366,41.8406,-70.74454
02367,41.95525,-70.8061
02368,42.17351,-71.0506
02370,42.13176,-70.90778
02375,42.02851,-71.10088
02379,42.01847,-71.01385
02381,41.93003,-70.55901
02382,42.08199,-70.93742
02420,42.4558,-71.21503
02421,42.44837,-71.23376
02445,42.33253,-71.12987
02446,42.34433,-71.12222
02447,42.33355,-71.11874
02451,42.3992,-71.26249
02452,42.39802,-71.22034
02453,42.36992,-71.23682
02454,42.378,-71.23988
02455,42.35719,-71.05926
02456,42.33357,-71.20411
02457,42.29704,-71.25978
02458,42.35252,-71.1907
02459,42.30882,-71.19183
02460,42.35106,-71.20739
02461,42.31474,-71.20802
02462,42.3312,-71.25821
02464,42.31197,-71.22005
02465,42.34888,-71.22561
02466,42.34515,-71.24789
02467,42.31853,-71.15705
02468,42.32611,-71.23151
02471,42.36984,-71.175
02472,42.3713,-71.18036
02474,42.42073,-71.15819
02475,42.42025,-71.18094
02476,42.41194,-71.17654
02477,42.3772,-71.15371
02478,42.3942,-71.18024
02479,42.38898,-71.18776
02481,42.31622,-71.2654
02482,42.29193,-71.29854
02492,42.276,-71.24306
02493,42.36589,-71.30103
02494,42.30502,-71.23177
02495,42.33205,-71.20748
02532,41.74956,-70.59096
02534,41.66602,-70.61372
02535,41.33459,-70.7464
02536,41.58302,-70.5659
02537,41.72655,-70.44035
02538,41.781,-70.64976
02539,41.39137,-70.52904
02540,41.56316,-70.62605
02541,41.55716,-70.63239
02542,41.6576,-70.5807
02543,41.52656,-70.66753
02552,41.35666,-70.74092
02553,41.71768,-70.61426
02554,41.27555,-70.091
02556,41.64996,-70.62492
02557,41.45368,-70.56336
02558,41.74731,-70.66018
02559,41.68778,-70.61533
02561,41.77119,-70.53916
02562,41.79494,-70.52702
02563,41.7265,-70.48195
02564,41.26231,-69.97839
02565,41.64267,-70.64682
02568,41.4498,-70.60439
02571,41.74857,-70.71082
02573,41.44182,-70.60018
02574,41.60136,-70.63961
02575,41.40241,-70.6302
02576,41.77209,-70.76019
02584,41.26332,-70.05257
02601,41.65148,-70.29557
02630,41.70011,-70.30209
02631,41.74998,-70.07458
02632,41.65796,-70.34464
02633,41.68534,-69.97967
02634,41.65777,-70.3536
02635,41.62688,-70.43475
02636,41.64122,-70.33132
02637,41.70436,-70.27924
02638,41.73301,-70.19901
02639,41.66277,-70.13305
02641,41.74051,-70.15859
02642,41.82304,-69.98845
02643,41.78862,-69.96249
02644,41.68325,-70.51219
02645,41.70344,-70.06221
02646,41.67365,-70.07149
02647,41.6362,-70.30976
02648,41.67109,-70.40897
02649,41.61219,-70.48542
02650,41.70229,-69.96835
02651,41.85279,-69.97358
02652,41.79573,-70.24155
02653,41.78179,-69.98049
02655,41.63123,-70.38229
02657,42.05548,-70.18729
02659,41.68049,-70.02063
02660,41.70546,-70.15746
02661,41.68273,-70.04376
02662,41.74745,-69.99148
02663,41.74252,-70.06055
02664,41.66828,-70.19381
02666,41.99388,-70.04494
02667,41.93196,-70.0859
02668,41.70147,-70.35748
02669,41.67527,-69.99815
02670,41.66013,-70.16746
02671,41.66474,-70.11016
02672,41.63347,-70.3264
02673,41.65914,-70.23639
02675,41.70406,-70.22154
02702,41.79559,-71.06287
02703,41.92745,-71.3084
02712,41.96733,-71.24163
02713,41.42138,-70.93346
02714,41.57116,-71.00266
02715,41.81901,-71.13531
02717,41.76805,-70.97198
02718,41.87215,-71.01846
02719,41.63676,-70.8912
02720,41.71635,-71.13814
02721,41.68546,-71.15702
02722,41.69952,-71.15515
02723,41.69462,-71.12975
02724,41.684,-71.17702
02725,41.72383,-71.17766
02726,41.75371,-71.14657
02738,41.70942,-70.75838
02739,41.66228,-70.80595
02740,41.63622,-70.942
02741,41.63989,-70.93999
02742,41.63792,-70.92952
02743,41.69669,-70.9156
02744,41.61243,-70.91492
02745,41.69598,-70.9383
02746,41.66341,-70.93623
02747,41.64193,-70.98934
02748,41.59802,-70.95405
02760,41.97704,-71.32479
02761,41.97931,-71.33144
02762,42.01251,-71.32863
02763,41.97089,-71.3046
02764,41.85662,-71.14864
02766,41.97169,-71.18584
02767,41.92768,-71.04647
02768,41.92912,-71.0417
02769,41.8479,-71.25263
02770,41.76187,-70.84582
02771,41.83887,-71.32375
02777,41.7569,-71.22221
02779,41.82713,-71.08038
02780,41.90413,-71.10592
02783,42.01867,-71.05331
02790,41.60756,-71.08388
02791,41.52331,-71.07772
02801,41.544,-71.13778
02802,41.95234,-71.45415
02804,41.42579,-71.77474
02806,41.74407,-71.31503
02807,41.18071,-71.5731
02808,41.40504,-71.75055
02809,41.68745,-71.27012
02812,41.47735,-71.64676
02813,41.4118,-71.64422
02814,41.89885,-71.68128
02815,41.79417,-71.65272
02816,41.69086,-71.58859
02817,41.62471,-71.62631
02818,41.63922,-71.50201
02822,41.56509,-71.5633
02823,41.73458,-71.54595
02824,41.94531,-71.69926
02825,41.78582,-71.72802
02826,41.98336,-71.6278
02827,41.698,-71.73367
02828,41.87424,-71.55241
02829,41.88238,-71.59464
02830,41.9766,-71.65628
02831,41.74501,-71.57126
02832,41.50903,-71.71973
02833,41.47045,-71.77608
02835,41.53516,-71.37778
02836,41.4481,-71.62084
02837,41.51125,-71.17071
02838,41.96832,-71.47411
02839,41.94214,-71.63758
02840,41.4755,-71.30947
02841,41.52842,-71.31073
02842,41.51686,-71.28679
02852,41.58434,-71.4638
02854,41.53451,-71.44118
02857,41.84144,-71.63236
02858,41.96282,-71.64504
02859,41.96336,-71.71745
02860,41.87297,-71.39274
02861,41.88117,-71.3558
02862,41.87112,-71.37567
02863,41.88771,-71.39331
02864,41.95173,-71.4084
02865,41.91026,-71.43804
02871,41.5776,-71.26611
02872,41.61419,-71.31543
02873,41.51699,-71.76841
02874,41.5125,-71.45266
02875,41.45739,-71.63908
02876,41.99979,-71.58854
02877,41.53651,-71.52724
02878,41.61506,-71.16869
02879,41.41967,-71.53051
02880,41.42332,-71.48416
02881,41.4818,-71.52512
02882,41.43214,-71.46866
02883,41.45165,-71.50128
02885,41.72191,-71.26524
02886,41.70272,-71.44427
02887,41.70268,-71.42316
02888,41.7487,-71.41187
02889,41.70908,-71.38667
02891,41.35791,-71.80885
02892,41.50201,-71.59378
02893,41.69202,-71.5163
02894,41.44308,-71.70766
02895,42.0039,-71.50258
02896,41.96595,-71.55227
02898,41.52174,-71.67213
02901,41.82682,-71.408
02902,41.82468,-71.41079
02903,41.82163,-71.41267
02904,41.85883,-71.43752
02905,41.78982,-71.40478
02906,41.83783,-71.39789
02907,41.80167,-71.42454
02908,41.83839,-71.43506
02909,41.82011,-71.45187
02910,41.77718,-71.43667
02911,41.85241,-71.46947
02912,41.82499,-71.40076
02914,41.81417,-71.37343
02915,41.78131,-71.34739
02916,41.84132,-71.35942
02917,41.90479,-71.52777
02918,41.82195,-71.41915
02919,41.82083,-71.50519
02920,41.7618,-71.46435
02921,41.75918,-71.50668
02940,41.82272,-71.42064
03031,42.86031,-71.60854
03032,42.99742,-71.35159
